active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,coverage_full_survey_points,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,inconsistent_updates,joint_route_solves,known_upper_bound_skips,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,problem,replaced_stations,replacement_measurements,replacement_proposals,replacement_surveys,seed,shared_known_measurements,skipped_precise_measurements,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
0,0,True,,,,,,clustered__adversarial-negative__67,clustered__adversarial-negative,7,98,10,488,,0.030305999999995947,10,,,,0,,,388,baseline_conservative25,[],27809.386517759285,88,19.168396247046697,817.8877267,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,363,8178.877267,0.030317541968543082
17,6,True,0,17,3,4,3,clustered__adversarial-negative__67,clustered__adversarial-negative,7,11,10,372,,0.033608999999998446,10,0,0,,0,35,,359,baseline_task25,[],23807.712286280526,0,0.0,693.7542453,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,11,36,10,ordinary,25,full_coverage_and_all_discovered_cleared,328,6937.542453,0.033643333008512855
27,16,True,0,27,5,5,8,clustered__adversarial-negative__67,clustered__adversarial-negative,5,10,10,366,,0.03148300000000148,10,0,0,,0,32,,354,static_task22,[],24031.693860477488,0,0.0,694.4338765,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,26,30,10,ordinary,22,full_coverage_and_all_discovered_cleared,318,6944.338765,0.03148479195078835
17,6,True,0,17,3,4,3,clustered__adversarial-negative__67,clustered__adversarial-negative,7,11,10,372,25,0.07465899999999692,10,0,0,,0,35,0,359,replace25,[],23807.712286280526,0,0.0,693.7542453,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,11,36,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,328,6937.542453,0.07480641599977389
27,12,True,0,27,2,3,6,clustered__adversarial-negative__67,clustered__adversarial-negative,8,11,10,356,25,0.06352300000000355,10,0,0,,0,0,0,343,replace25_nearest,[],25430.566820830514,0,0.0,715.9113363,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,6,1,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,305,7159.113363,0.06358466600067914
27,16,True,0,27,5,5,8,clustered__adversarial-negative__67,clustered__adversarial-negative,5,10,10,366,22,0.06874099999999572,10,0,0,,0,32,0,354,replace22,[],24031.693860477488,0,0.0,694.4338765,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,26,30,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,318,6944.338765,0.06886137498077005
23,14,True,0,23,2,3,7,clustered__adversarial-negative__67,clustered__adversarial-negative,8,11,10,301,22,0.05784200000000084,10,0,0,,0,0,0,288,replace22_nearest,[],23568.764357821005,0,0.0,646.3752865,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,8,1,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,257,6463.752865,0.057900791987776756
33,14,True,0,33,4,5,7,clustered__adversarial-negative__67,clustered__adversarial-negative,6,11,10,347,22,0.06792200000000292,10,0,0,,0,32,0,334,replace22_noshare,[],24993.015901571303,0,0.0,701.2603175,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,0,30,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,291,7012.603175,0.06802674999926239
0,0,True,,,,,,clustered__adversarial-negative__68,clustered__adversarial-negative,13,15,15,349,,0.03413000000000466,15,,,,0,,,332,baseline_conservative25,[],31589.52597887779,0,0.0,557.327013,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,307,8359.905195,0.03419562499038875
14,2,True,0,14,5,8,1,clustered__adversarial-negative__68,clustered__adversarial-negative,10,18,15,313,,0.04235700000000264,15,0,0,,0,40,,293,baseline_task25,[],23728.42766507986,0,0.0,437.44570219999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,40,30,15,ordinary,25,full_coverage_and_all_discovered_cleared,267,6561.685533,0.04236208298243582
25,13,True,0,25,1,5,6,clustered__adversarial-negative__68,clustered__adversarial-negative,14,19,15,314,,0.04593999999999454,15,0,0,,0,37,,293,static_task22,[],22526.43874491,0,0.0,421.1525164,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,56,3,15,ordinary,22,full_coverage_and_all_discovered_cleared,260,6317.287746,0.04603025002870709
14,2,True,0,14,5,8,1,clustered__adversarial-negative__68,clustered__adversarial-negative,10,18,15,313,25,0.0996769999999998,15,0,0,,0,40,0,293,replace25,[],23728.42766507986,0,0.0,437.44570219999997,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,40,30,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,267,6561.685533,0.09981549996882677
14,4,True,0,14,5,8,2,clustered__adversarial-negative__68,clustered__adversarial-negative,10,18,15,259,25,0.0895450000000011,15,0,0,,0,0,0,239,replace25_nearest,[],23464.444633341478,0,0.0,412.1925951333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,32,0,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,211,6182.888927,0.08972958300728351
25,13,True,0,25,1,5,6,clustered__adversarial-negative__68,clustered__adversarial-negative,14,19,15,314,22,0.09792099999999948,15,0,0,,0,37,0,293,replace22,[],22526.43874491,0,0.0,421.1525164,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,56,3,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,260,6317.287746,0.09806233400013298
33,14,True,0,33,8,10,7,clustered__adversarial-negative__68,clustered__adversarial-negative,7,17,15,288,22,0.08822699999999628,15,0,0,,0,0,0,269,replace22_nearest,[],26769.23880430885,0,0.0,467.12318366666665,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,36,0,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,227,7006.847755,0.08834016602486372
27,11,True,0,27,2,5,5,clustered__adversarial-negative__68,clustered__adversarial-negative,13,18,15,260,22,0.09372299999999711,15,0,0,,0,37,0,240,replace22_noshare,[],23443.671568621332,0,0.0,411.7822874666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,0,2,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,204,6176.734312,0.09390662499936298
0,0,True,,,,,,clustered__adversarial-negative__69,clustered__adversarial-negative,14,15,15,337,,0.034859000000004414,15,,,,0,,,320,baseline_conservative25,[],22971.44963853311,0,0.0,437.6193285333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,295,6564.289928,0.03489383397391066
17,4,True,0,17,1,5,2,clustered__adversarial-negative__69,clustered__adversarial-negative,14,19,15,276,,0.0425910000000016,15,0,0,,0,40,,255,baseline_task25,[],21812.272468804706,0,0.0,396.23029959999997,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,32,8,15,ordinary,25,full_coverage_and_all_discovered_cleared,219,5943.454494,0.04262529197148979
3,2,True,0,3,5,7,1,clustered__adversarial-negative__69,clustered__adversarial-negative,10,17,15,288,,0.04514800000000463,15,0,0,,0,37,,269,static_task22,[],20348.000796945184,0,0.0,382.7733436666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,18,13,15,ordinary,22,full_coverage_and_all_discovered_cleared,246,5741.600155,0.04518245899816975
17,4,True,0,17,1,5,2,clustered__adversarial-negative__69,clustered__adversarial-negative,14,19,15,276,25,0.09599599999999953,15,0,0,,0,40,0,255,replace25,[],21812.272468804706,0,0.0,396.23029959999997,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,13,0,69,32,8,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,219,5943.454494,0.09611179196508601
7,0,True,0,7,3,5,0,clustered__adversarial-negative__69,clustered__adversarial-negative,12,17,15,218,25,0.08716400000000135,15,0,0,,0,0,0,199,replace25_nearest,[],21726.490745813222,0,0.0,372.3532100666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,32,5,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,164,5585.298151,0.08735387498745695
3,2,True,0,3,5,7,1,clustered__adversarial-negative__69,clustered__adversarial-negative,10,17,15,288,22,0.0900529999999975,15,0,0,,0,37,0,269,replace22,[],20348.000796945184,0,0.0,382.7733436666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,12,0,69,18,13,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,246,5741.600155,0.09017300000414252
16,6,True,0,16,3,4,3,clustered__adversarial-negative__69,clustered__adversarial-negative,12,16,15,242,22,0.08114499999999936,15,0,0,,0,0,0,224,replace22_nearest,[],22009.04469459917,0,0.0,386.32059553333335,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,57,7,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,195,5794.808933,0.08126058400375769
5,2,True,0,5,5,8,1,clustered__adversarial-negative__69,clustered__adversarial-negative,10,18,15,272,22,0.08268699999999995,15,0,0,,0,37,0,252,replace22_noshare,[],20383.554200677027,0,0.0,376.71405566666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,12,0,69,0,13,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,230,5650.710835,0.08284099999582395
0,0,True,,,,,,clustered__adversarial-negative__70,clustered__adversarial-negative,10,10,10,374,,0.025368999999997754,10,,,,0,,,362,baseline_conservative25,[],24848.2998094303,0,0.0,716.7659961,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,338,7167.659961,0.02538449998246506
14,4,True,0,14,2,3,2,clustered__adversarial-negative__70,clustered__adversarial-negative,8,11,10,378,,0.03730099999999936,10,0,0,,0,35,,365,baseline_task25,[],22471.19978021074,0,0.0,670.7239956000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,17,23,10,ordinary,25,full_coverage_and_all_discovered_cleared,335,6707.239956,0.03732249996392056
21,9,True,0,21,6,8,4,clustered__adversarial-negative__70,clustered__adversarial-negative,4,12,10,336,,0.03372799999999643,10,0,0,,0,32,,322,static_task22,[],24018.89239138334,0,0.0,676.1778474,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,18,0,10,ordinary,22,full_coverage_and_all_discovered_cleared,292,6761.778474,0.033782957994844764
14,4,True,0,14,2,3,2,clustered__adversarial-negative__70,clustered__adversarial-negative,8,11,10,378,25,0.07683899999999966,10,0,0,,0,35,0,365,replace25,[],22471.19978021074,0,0.0,670.7239956000001,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,17,23,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,335,6707.239956,0.07692929200129583
18,6,True,0,18,1,4,2,clustered__adversarial-negative__70,clustered__adversarial-negative,9,13,10,338,25,0.06804400000000044,10,0,0,,0,0,0,323,replace25_nearest,[],23572.290466028364,0,0.0,668.3458092,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,17,17,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,295,6683.458092,0.0681146249989979
21,9,True,0,21,6,8,4,clustered__adversarial-negative__70,clustered__adversarial-negative,4,12,10,336,22,0.07009599999999949,10,0,0,,0,32,0,322,replace22,[],24018.89239138334,0,0.0,676.1778474,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,18,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,292,6761.778474,0.0702206669957377
25,11,True,0,25,5,8,5,clustered__adversarial-negative__70,clustered__adversarial-negative,5,13,10,330,22,0.06647399999999948,10,0,0,,0,0,0,315,replace22_nearest,[],25096.80907182017,0,0.0,693.736181,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,18,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,284,6937.36181,0.06657691701548174
21,10,True,0,21,7,8,5,clustered__adversarial-negative__70,clustered__adversarial-negative,3,11,10,317,22,0.06152900000000017,10,0,0,,0,32,0,304,replace22_noshare,[],24020.777124164368,0,0.0,664.7155419,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,0,0,10,0,70,0,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,270,6647.155419,0.06165245798183605
0,0,True,,,,,,clustered__adversarial-negative__71,clustered__adversarial-negative,12,12,12,318,,0.027445000000000164,12,,,,0,,,304,baseline_conservative25,[],27360.15521098016,0,0.0,611.0025869166667,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,,,12,ordinary,25,full_coverage_and_all_discovered_cleared,280,7332.031043,0.027460083016194403
16,4,True,0,16,6,6,2,clustered__adversarial-negative__71,clustered__adversarial-negative,6,12,12,313,,0.0351309999999998,12,0,0,,0,37,,299,baseline_task25,[],22421.7841926874,0,0.0,525.3630698333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,18,9,12,ordinary,25,full_coverage_and_all_discovered_cleared,265,6304.356838,0.035209208028391004
18,10,True,0,18,4,6,5,clustered__adversarial-negative__71,clustered__adversarial-negative,8,14,12,326,,0.03450600000000037,12,0,0,,0,34,,310,static_task22,[],21512.501911380623,0,0.0,516.5416983333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,,,,,71,16,0,12,ordinary,22,full_coverage_and_all_discovered_cleared,280,6198.50038,0.034523499954957515
16,4,True,0,16,6,6,2,clustered__adversarial-negative__71,clustered__adversarial-negative,6,12,12,313,25,0.08031899999999581,12,0,0,,0,37,0,299,replace25,[],22421.7841926874,0,0.0,525.3630698333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,18,9,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,265,6304.356838,0.08048791595501825
11,6,True,0,11,5,5,3,clustered__adversarial-negative__71,clustered__adversarial-negative,7,12,12,294,25,0.07547399999999982,12,0,0,,0,0,0,280,replace25_nearest,[],21363.15400887967,0,0.0,498.38590025,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,16,1,12,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,248,5980.630803,0.07560879102675244
18,10,True,0,18,4,6,5,clustered__adversarial-negative__71,clustered__adversarial-negative,8,14,12,326,22,0.07363299999999384,12,0,0,,0,34,0,310,replace22,[],21512.501911380623,0,0.0,516.5416983333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,11,0,71,16,0,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,280,6198.50038,0.07368966698413715
17,9,True,0,17,4,4,4,clustered__adversarial-negative__71,clustered__adversarial-negative,8,12,12,277,22,0.06687300000000107,12,0,0,,0,0,0,263,replace22_nearest,[],23940.196011412456,0,0.0,532.6699333333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,14,1,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,229,6392.0392,0.06697879103012383
40,17,True,0,40,4,6,7,clustered__adversarial-negative__71,clustered__adversarial-negative,8,14,12,323,22,0.07371100000000297,12,0,0,,0,34,0,307,replace22_noshare,[],23866.205692345757,0,0.0,552.9367613333333,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",4,0,0,12,0,71,0,0,12,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,261,6635.241136,0.07378445804351941
0,0,True,,,,,,clustered__adversarial-spatial__67,clustered__adversarial-spatial,8,99,10,472,,0.02993099999999771,10,,,,0,,,371,baseline_conservative25,[],29027.216447923514,89,19.198850236654035,832.4443306,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,347,8324.443306,0.02996141603216529
15,4,True,0,15,1,4,2,clustered__adversarial-spatial__67,clustered__adversarial-spatial,9,13,10,369,,0.03044100000000327,10,0,0,,0,35,,354,baseline_task25,[],23018.60304517141,0,0.0,675.972061,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,7,35,10,ordinary,25,full_coverage_and_all_discovered_cleared,327,6759.72061,0.03049854200799018
31,19,True,0,31,3,5,9,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,12,10,312,,0.026786999999998784,10,0,0,,0,32,,298,static_task22,[],24417.229510519188,0,0.0,668.5445896,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,,,,,67,9,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,256,6685.445896,0.02678691694745794
15,4,True,0,15,1,4,2,clustered__adversarial-spatial__67,clustered__adversarial-spatial,9,13,10,369,25,0.07117799999999619,10,0,0,,0,35,0,354,replace25,[],23018.60304517141,0,0.0,675.972061,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,7,35,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,327,6759.72061,0.07129679201170802
27,14,True,0,27,4,4,7,clustered__adversarial-spatial__67,clustered__adversarial-spatial,6,10,10,352,25,0.06827200000000033,10,0,0,,0,0,0,340,replace25_nearest,[],26085.506033691305,0,0.0,726.7101205,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,8,15,10,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,300,7267.101205,0.0683680420042947
31,19,True,0,31,3,5,9,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,12,10,312,22,0.06255999999999773,10,0,0,,0,32,0,298,replace22,[],24417.229510519188,0,0.0,668.5445896,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,9,17,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,256,6685.445896,0.06260849995305762
22,6,True,0,22,3,6,3,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,13,10,327,22,0.06140800000000013,10,0,0,,0,0,0,312,replace22_nearest,[],24289.038806458233,0,0.0,675.8807756,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,7,0,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,282,6758.807756,0.06149237503996119
32,13,True,0,32,3,6,6,clustered__adversarial-spatial__67,clustered__adversarial-spatial,7,13,10,345,22,0.0649529999999956,10,0,0,,0,32,0,330,replace22_noshare,[],24766.01881856927,0,0.0,695.1203757000001,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",4,0,0,10,0,67,0,15,10,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,289,6951.203757,0.06505908299004659
0,0,True,,,,,,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,19,15,353,,0.03437399999999968,15,,,,0,,,332,baseline_conservative25,[],31495.644495499684,4,15.875021509316285,556.8752598666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,307,8353.128898,0.03439187497133389
27,10,True,0,27,3,8,5,clustered__adversarial-spatial__68,clustered__adversarial-spatial,12,20,15,284,,0.03994799999999543,15,0,0,,0,40,,262,baseline_task25,[],26076.73964152172,0,0.0,455.8898619333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,42,9,15,ordinary,25,full_coverage_and_all_discovered_cleared,223,6838.347929,0.03999470797134563
20,11,True,0,20,2,7,4,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,20,15,270,,0.03979700000000008,15,0,0,,0,37,,248,static_task22,[],22357.550015385314,0,0.0,400.96733333333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,,,,,68,41,12,15,ordinary,22,full_coverage_and_all_discovered_cleared,213,6014.51,0.039810582995414734
27,10,True,0,27,3,8,5,clustered__adversarial-spatial__68,clustered__adversarial-spatial,12,20,15,284,25,0.09747399999999828,15,0,0,,0,40,0,262,replace25,[],26076.73964152172,0,0.0,455.8898619333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,42,9,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,223,6838.347929,0.09765874996082857
12,2,True,0,12,1,5,1,clustered__adversarial-spatial__68,clustered__adversarial-spatial,14,19,15,252,25,0.08468500000000034,15,0,0,,0,0,0,231,replace25_nearest,[],24433.763304977198,0,0.0,422.1835107333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,30,0,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,204,6332.752661,0.08476308395620435
20,11,True,0,20,2,7,4,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,20,15,270,22,0.09244699999999995,15,0,0,,0,37,0,248,replace22,[],22357.550015385314,0,0.0,400.96733333333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,41,12,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,213,6014.51,0.09257829101989046
35,12,True,0,35,1,8,5,clustered__adversarial-spatial__68,clustered__adversarial-spatial,14,22,15,303,22,0.08869899999999831,15,0,0,,0,0,0,279,replace22_nearest,[],26430.521562835518,0,0.0,467.9402871333333,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,45,1,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,242,7019.104307,0.08890054101357237
23,11,True,0,23,2,7,4,clustered__adversarial-spatial__68,clustered__adversarial-spatial,13,20,15,232,22,0.08955499999999716,15,0,0,,0,37,0,210,replace22_noshare,[],22718.82009722192,0,0.0,390.65093433333334,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",4,0,0,15,0,68,0,12,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,176,5859.764015,0.08969583304133266
0,0,True,,,,,,clustered__adversarial-spatial__69,clustered__adversarial-spatial,15,15,15,337,,0.03289099999999934,15,,,,0,,,320,baseline_conservative25,[],22978.165676526205,0,0.0,437.70887566666664,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,,,15,ordinary,25,full_coverage_and_all_discovered_cleared,295,6565.633135,0.032916042022407055
19,10,True,0,19,2,4,5,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,17,15,275,,0.03820400000000035,15,0,0,,0,40,,256,baseline_task25,[],22510.020718298172,0,0.0,405.2669428,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,32,4,15,ordinary,25,full_coverage_and_all_discovered_cleared,216,6079.004142,0.038259082997683436
6,3,True,0,6,1,4,1,clustered__adversarial-spatial__69,clustered__adversarial-spatial,14,18,15,270,,0.04548799999999886,15,0,0,,0,37,,250,static_task22,[],20389.79963569962,0,0.0,375.6639950666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,,,,,69,22,5,15,ordinary,22,full_coverage_and_all_discovered_cleared,223,5634.959926,0.04550658294465393
19,10,True,0,19,2,4,5,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,17,15,275,25,0.08824700000000263,15,0,0,,0,40,0,256,replace25,[],22510.020718298172,0,0.0,405.2669428,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,13,0,69,32,4,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,216,6079.004142,0.08839095901930705
18,10,True,0,18,2,5,5,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,18,15,242,25,0.08336899999999758,15,0,0,,0,0,0,222,replace25_nearest,[],22392.937008799356,0,0.0,390.3058266,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,31,11,15,ordinary,25,continuous_replacement_coverage_and_all_discovered_cleared,182,5854.587399,0.0834800839656964
6,3,True,0,6,1,4,1,clustered__adversarial-spatial__69,clustered__adversarial-spatial,14,18,15,270,22,0.09850000000000136,15,0,0,,0,37,0,250,replace22,[],20389.79963569962,0,0.0,375.6639950666667,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,22,5,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,223,5634.959926,0.09861870796885341
26,13,True,0,26,3,7,6,clustered__adversarial-spatial__69,clustered__adversarial-spatial,12,19,15,241,22,0.0832240000000013,15,0,0,,0,0,0,220,replace22_nearest,[],22715.75228795998,0,0.0,394.1433636,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,15,0,69,40,6,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,182,5912.150454,0.08337162499083206
15,12,True,0,15,2,6,6,clustered__adversarial-spatial__69,clustered__adversarial-spatial,13,19,15,284,22,0.07844300000000004,15,0,0,,0,37,0,263,replace22_noshare,[],21239.99865288632,0,0.0,392.2666482,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",4,0,0,12,0,69,0,13,15,ordinary,22,continuous_replacement_coverage_and_all_discovered_cleared,234,5883.999723,0.07849379203980789
0,0,True,,,,,,clustered__adversarial-spatial__70,clustered__adversarial-spatial,10,10,10,374,,0.02512699999999768,10,,,,0,,,362,baseline_conservative25,[],24411.842544885203,0,0.0,708.0368509,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,,,10,ordinary,25,full_coverage_and_all_discovered_cleared,338,7080.368509,0.02517700003227219
11,0,True,0,11,1,4,0,clustered__adversarial-spatial__70,clustered__adversarial-spatial,9,13,10,389,,0.03714199999999579,10,0,0,,0,35,,374,baseline_task25,[],21087.922034354466,0,0.0,649.4584408,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",4,,,,,70,8,41,10,ordinary,25,full_coverage_and_all_discovered_cleared,348,6494.584408,0.03717658302048221
