active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,failure,forced_continuations,inconsistent_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,wall_s
18,6,True,0,18,3,4,2,near_collinear_min__n10__positive,near_collinear_min,7,11,10,340,fixed,3.0,0.02711999999999648,10,0,0,,,0,,32,0,,,327,wide3_22,[],23826.324852101843,0,0.0,False,,675.4264965,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,8,3,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,301,6754.264965,0.027150249981787056
13,4,True,0,13,4,5,1,near_collinear_min__n10__positive,near_collinear_min,6,11,10,336,fixed,3.0,0.028295999999997434,10,0,0,,0,0,1,42,0,4,3,323,packet_wide3_22,[],23694.70557615346,0,0.0,False,0,670.6941111,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,9,2,0,1,20,10,stress,22,full_coverage_and_all_discovered_cleared,300,6706.941111,0.028314708033576608
17,5,True,0,17,2,2,1,near_collinear_min__n10__positive,near_collinear_min,8,10,10,338,fixed,5.0,0.02677300000000571,10,0,0,,,0,,32,0,,,326,wide5_22,[],23641.04185574631,0,0.0,False,,670.9208366,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,8,4,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,301,6709.208366,0.026772417011670768
14,5,True,0,14,3,3,1,near_collinear_min__n10__positive,near_collinear_min,7,10,10,336,fixed,5.0,0.028683999999998377,10,0,0,,0,0,1,42,0,4,3,324,packet_wide5_22,[],23771.90645066414,0,0.0,False,0,672.4381285000001,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,9,3,0,1,20,10,stress,22,full_coverage_and_all_discovered_cleared,300,6724.381285,0.028684165969025344
16,5,True,0,16,2,3,0,near_collinear_min__n10__positive,near_collinear_min,8,11,10,339,fixed,10.0,0.026113000000002273,10,0,0,,,0,,32,0,,,326,wide10_22,[],24343.98460039961,0,0.0,False,,685.2796913999999,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,9,2,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,301,6852.796914,0.026137374981772155
16,5,True,0,16,2,3,0,near_collinear_min__n10__positive,near_collinear_min,8,11,10,339,fixed,10.0,0.028570999999999458,10,0,0,,0,0,0,43,0,4,2,326,packet_wide10_22,[],24343.98460039961,0,0.0,False,0,685.2796913999999,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,9,2,0,0,21,10,stress,22,full_coverage_and_all_discovered_cleared,301,6852.796914,0.028595542011316866
15,5,True,0,15,2,3,0,near_collinear_min__n10__positive,near_collinear_min,8,11,10,336,fixed,15.0,0.024615999999994642,10,0,0,,,0,,32,0,,,323,wide15_22,[],24756.340493740503,0,0.0,False,,691.6268097,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,7,2,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,297,6916.268097,0.024621875025331974
15,5,True,0,15,2,3,0,near_collinear_min__n10__positive,near_collinear_min,8,11,10,336,fixed,15.0,0.02639599999999831,10,0,0,,0,0,0,42,0,4,2,323,packet_wide15_22,[],24756.340493740503,0,0.0,False,0,691.6268097,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,7,2,0,0,20,10,stress,22,full_coverage_and_all_discovered_cleared,297,6916.268097,0.026408083038404584
14,5,True,0,14,3,3,0,near_collinear_min__n10__positive,near_collinear_min,7,10,10,337,fixed,20.0,0.024491999999995073,10,0,0,,,0,,32,0,,,325,wide20_22,[],25414.120846648486,0,0.0,False,,705.6824166,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,10,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,299,7056.824166,0.024491082993336022
14,5,True,0,14,3,3,0,near_collinear_min__n10__positive,near_collinear_min,7,10,10,337,fixed,20.0,0.025891999999998916,10,0,0,,0,0,0,41,0,3,2,325,packet_wide20_22,[],25414.120846648486,0,0.0,False,0,705.6824166,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,10,0,0,0,19,10,stress,22,full_coverage_and_all_discovered_cleared,299,7056.824166,0.02589866699418053
11,3,True,0,11,4,4,0,near_collinear_min__n10__positive,near_collinear_min,6,10,10,332,fixed,30.0,0.023378999999998484,10,0,0,,,0,,32,0,,,320,wide30_22,[],25768.906602987616,0,0.0,False,,709.8781316,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,8,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,295,7098.781316,0.023389375011902303
11,3,True,0,11,4,4,0,near_collinear_min__n10__positive,near_collinear_min,6,10,10,332,fixed,30.0,0.02491500000000002,10,0,0,,0,0,0,40,0,2,2,320,packet_wide30_22,[],25768.906602987616,0,0.0,False,0,709.8781316,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,8,0,0,0,18,10,stress,22,full_coverage_and_all_discovered_cleared,295,7098.781316,0.024951083993073553
14,5,True,0,14,3,3,0,near_collinear_min__n10__positive,near_collinear_min,7,10,10,334,decay,20.0,0.025517999999998153,10,0,0,,0,0,0,41,0,4,2,322,packet_decay20_22,[],24922.641856171595,0,0.0,False,0,694.1528368,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,7,2,0,0,19,10,stress,22,full_coverage_and_all_discovered_cleared,297,6941.528368,0.02553099999204278
12,4,True,0,12,5,5,0,near_collinear_min__n10__positive,near_collinear_min,5,10,10,331,first,30.0,0.02537399999999934,10,0,0,,0,0,0,40,0,3,2,319,packet_first30_22,[],25067.47627755033,0,0.0,False,0,695.549525,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,6,3,0,0,18,10,stress,22,full_coverage_and_all_discovered_cleared,297,6955.49525,0.02540783298900351
16,3,True,0,16,1,1,0,near_collinear_min__n10__positive,near_collinear_min,9,10,10,340,fixed,15.0,0.029531999999996117,10,0,0,,0,0,4,45,0,3,2,328,packet_f015_15_22,[],24768.851024831136,0,0.0,False,0,694.77702,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,11,2,7,4,23,10,stress,22,full_coverage_and_all_discovered_cleared,304,6947.7702,0.029606750002130866
12,5,True,0,12,3,3,0,near_collinear_min__n10__positive,near_collinear_min,7,10,10,333,fixed,10.0,0.023424999999996032,10,0,0,,,0,,32,0,,,321,wide_f05_10_22,[],24474.907089084783,0,0.0,False,,684.6981416,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,148,8,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,297,6846.981416,0.023483374970965087
26,12,True,0,26,6,6,5,near_collinear_min__n10__negative,near_collinear_min,4,10,10,365,,,0.029533999999998173,10,0,0,,,0,,32,0,,,353,quarter22,[],23989.949367748442,0,0.0,False,,693.1989872,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,9,3,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,319,6931.989872,0.029597499989904463
27,7,True,0,27,4,4,3,near_collinear_min__n10__negative,near_collinear_min,6,10,10,389,,,0.037328999999999724,10,0,0,,0,0,2,53,0,7,6,377,packet_center22,[],26267.539227476227,0,0.0,False,0,753.7507842,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,21,9,3,2,31,10,stress,22,full_coverage_and_all_discovered_cleared,349,7537.507842,0.03733725001802668
19,9,True,0,19,4,5,3,near_collinear_min__n10__negative,near_collinear_min,6,11,10,356,fixed,3.0,0.026300999999996577,10,0,0,,,0,,32,0,,,343,wide3_22,[],23814.491062418587,0,0.0,False,,684.7898206,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,3,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,317,6847.898206,0.026307749969419092
15,5,True,0,15,3,3,2,near_collinear_min__n10__negative,near_collinear_min,7,10,10,346,fixed,3.0,0.027886000000002298,10,0,0,,0,0,2,43,0,4,3,334,packet_wide3_22,[],25291.80883551444,0,0.0,False,0,708.7361762,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,9,6,1,2,21,10,stress,22,full_coverage_and_all_discovered_cleared,309,7087.361762,0.027894709026440978
11,2,True,0,11,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,346,fixed,5.0,0.02471299999999843,10,0,0,,,0,,32,0,,,334,wide5_22,[],23582.078089934315,0,0.0,False,,674.9415615,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,5,1,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,313,6749.415615,0.024729416996706277
13,2,True,0,13,3,4,1,near_collinear_min__n10__negative,near_collinear_min,7,11,10,344,fixed,5.0,0.027630999999999517,10,0,0,,0,0,2,44,0,4,3,331,packet_wide5_22,[],25225.926152027987,0,0.0,False,0,706.0185223999999,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,8,4,1,3,22,10,stress,22,full_coverage_and_all_discovered_cleared,307,7060.185224,0.027697207988239825
11,2,True,0,11,3,4,0,near_collinear_min__n10__negative,near_collinear_min,7,11,10,348,fixed,10.0,0.024383000000000266,10,0,0,,,0,,32,0,,,335,wide10_22,[],24008.830216351264,0,0.0,False,,684.4766038,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,1,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,315,6844.766038,0.024384375021327287
10,2,True,0,10,4,5,0,near_collinear_min__n10__negative,near_collinear_min,6,11,10,348,fixed,10.0,0.025985999999996068,10,0,0,,0,0,1,40,0,3,2,335,packet_wide10_22,[],23894.255528192014,0,0.0,False,0,682.1851101,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,1,0,1,18,10,stress,22,full_coverage_and_all_discovered_cleared,315,6821.851101,0.02599720796570182
13,5,True,0,13,3,3,0,near_collinear_min__n10__negative,near_collinear_min,7,10,10,349,fixed,15.0,0.02416499999999644,10,0,0,,,0,,32,0,,,337,wide15_22,[],24830.77858807684,0,0.0,False,,701.4155714000001,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,1,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,313,7014.155714,0.024187250004615635
11,4,True,0,11,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,348,fixed,15.0,0.025579999999997938,10,0,0,,0,0,1,39,0,4,2,336,packet_wide15_22,[],24310.90572175762,0,0.0,False,0,690.5181141,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,1,0,1,17,10,stress,22,full_coverage_and_all_discovered_cleared,313,6905.181141,0.025602291978430003
12,4,True,0,12,3,3,0,near_collinear_min__n10__negative,near_collinear_min,7,10,10,349,fixed,20.0,0.024566999999997563,10,0,0,,,0,,32,0,,,337,wide20_22,[],25266.03740512685,0,0.0,False,,710.1207478,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,7,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,313,7101.207478,0.02459454198833555
10,3,True,0,10,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,348,fixed,20.0,0.02543500000000165,10,0,0,,0,0,1,39,0,4,2,336,packet_wide20_22,[],24511.71753104061,0,0.0,False,0,694.5343503,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,7,0,0,1,17,10,stress,22,full_coverage_and_all_discovered_cleared,313,6945.343503,0.025435541989281774
11,4,True,0,11,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,348,fixed,30.0,0.023665999999998633,10,0,0,,,0,,32,0,,,336,wide30_22,[],27025.4155210467,0,0.0,False,,744.8083101,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,7,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,313,7448.083101,0.02367062499979511
9,3,True,0,9,5,5,0,near_collinear_min__n10__negative,near_collinear_min,5,10,10,347,fixed,30.0,0.024858000000001823,10,0,0,,0,0,1,38,0,3,2,335,packet_wide30_22,[],25688.235566932304,0,0.0,False,0,717.5647111000001,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,7,0,0,1,16,10,stress,22,full_coverage_and_all_discovered_cleared,313,7175.647111,0.02486850001150742
10,3,True,0,10,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,347,decay,20.0,0.02522199999999941,10,0,0,,0,0,1,39,0,4,2,335,packet_decay20_22,[],24173.436777724004,0,0.0,False,0,687.2687351,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,6,1,0,1,17,10,stress,22,full_coverage_and_all_discovered_cleared,313,6872.687351,0.025237792055122554
10,4,True,0,10,5,6,1,near_collinear_min__n10__negative,near_collinear_min,5,11,10,347,first,30.0,0.02506299999999584,10,0,0,,0,0,1,39,0,4,3,334,packet_first30_22,[],24797.73041384608,0,0.0,False,0,699.5546081,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,5,3,0,1,17,10,stress,22,full_coverage_and_all_discovered_cleared,313,6995.546081,0.025083124986849725
10,2,True,0,10,4,4,0,near_collinear_min__n10__negative,near_collinear_min,6,10,10,370,fixed,15.0,0.03164499999999748,10,0,0,,0,0,3,40,0,3,2,358,packet_f015_15_22,[],24056.48790365178,0,0.0,False,0,698.7297575,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,17,2,1,3,18,10,stress,22,full_coverage_and_all_discovered_cleared,336,6987.297575,0.031726791989058256
9,2,True,0,9,4,5,0,near_collinear_min__n10__negative,near_collinear_min,6,11,10,345,fixed,10.0,0.023592000000000724,10,0,0,,,0,,32,0,,,332,wide_f05_10_22,[],24518.186441847443,0,0.0,False,,692.7637286,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,149,5,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,311,6927.637286,0.02360254101222381
31,14,True,0,31,3,6,7,near_collinear_min__n10__spatial,near_collinear_min,7,13,10,357,,,0.030281000000002223,10,0,0,,,0,,32,0,,,342,quarter22,[],24377.634500141172,0,0.0,False,,694.7526894,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,10,5,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,303,6947.526894,0.03029995900578797
10,2,True,0,10,2,4,1,near_collinear_min__n10__spatial,near_collinear_min,8,12,10,345,,,0.029735999999999763,10,0,0,,0,0,2,41,0,6,6,331,packet_center22,[],24795.914479814743,0,0.0,False,0,697.7182891,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,13,4,2,2,19,10,stress,22,full_coverage_and_all_discovered_cleared,307,6977.182891,0.029750707966741174
24,11,True,0,24,1,5,5,near_collinear_min__n10__spatial,near_collinear_min,9,14,10,350,fixed,3.0,0.028060000000003527,10,0,0,,,0,,32,0,,,334,wide3_22,[],24483.636602696224,0,0.0,False,,692.9727318,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,9,4,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,301,6929.727318,0.028081999975256622
15,2,True,0,15,2,4,0,near_collinear_min__n10__spatial,near_collinear_min,8,12,10,362,fixed,3.0,0.028688999999999965,10,0,0,,0,0,3,45,0,4,3,348,packet_wide3_22,[],23251.98717998939,0,0.0,False,0,676.7397427,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,12,2,0,3,23,10,stress,22,full_coverage_and_all_discovered_cleared,321,6767.397427,0.02872079104417935
21,11,True,0,21,1,2,4,near_collinear_min__n10__spatial,near_collinear_min,9,11,10,344,fixed,5.0,0.026529999999993947,10,0,0,,,0,,32,0,,,331,wide5_22,[],24248.476530025695,0,0.0,False,,685.6695302,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,9,3,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,299,6856.695302,0.02654708398040384
9,3,True,0,9,2,4,1,near_collinear_min__n10__spatial,near_collinear_min,8,12,10,344,fixed,5.0,0.028356999999999744,10,0,0,,0,0,2,39,0,2,2,330,packet_wide5_22,[],25229.152678800678,0,0.0,False,0,705.5830533999999,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,13,0,2,3,17,10,stress,22,full_coverage_and_all_discovered_cleared,304,7055.830534,0.02835704095195979
15,5,True,0,15,2,4,1,near_collinear_min__n10__spatial,near_collinear_min,8,12,10,338,fixed,10.0,0.02596499999999935,10,0,0,,,0,,32,0,,,324,wide10_22,[],24190.249908641603,0,0.0,False,,681.3049979,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,8,3,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,299,6813.049979,0.025964666972868145
15,5,True,0,15,2,4,1,near_collinear_min__n10__spatial,near_collinear_min,8,12,10,338,fixed,10.0,0.035066000000000486,10,0,0,,0,0,0,43,0,3,2,324,packet_wide10_22,[],24190.249908641603,0,0.0,False,0,681.3049979,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,8,3,0,0,21,10,stress,22,full_coverage_and_all_discovered_cleared,299,6813.049979,0.03512700001010671
18,9,True,0,18,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,344,fixed,15.0,0.02617000000000047,10,0,0,,,0,,32,0,,,330,wide15_22,[],25204.337170921655,0,0.0,False,,704.5867433000001,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,1,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,299,7045.867433,0.02618375001475215
18,9,True,0,18,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,344,fixed,15.0,0.02755899999999656,10,0,0,,0,0,0,43,0,4,2,330,packet_wide15_22,[],25204.337170921655,0,0.0,False,0,704.5867433000001,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,1,0,0,21,10,stress,22,full_coverage_and_all_discovered_cleared,299,7045.867433,0.02758754196111113
17,8,True,0,17,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,343,fixed,20.0,0.025807000000000357,10,0,0,,,0,,32,0,,,329,wide20_22,[],25854.713094451337,0,0.0,False,,716.8942615,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,297,7168.942615,0.025869541976135224
17,8,True,0,17,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,343,fixed,20.0,0.026934000000004232,10,0,0,,0,0,0,43,0,4,2,329,packet_wide20_22,[],25854.713094451337,0,0.0,False,0,716.8942615,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,0,0,0,21,10,stress,22,full_coverage_and_all_discovered_cleared,297,7168.942615,0.026950375002343208
15,7,True,0,15,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,341,fixed,30.0,0.024782999999999333,10,0,0,,,0,,32,0,,,327,wide30_22,[],27381.26101521264,0,0.0,False,,746.4252199,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,297,7464.252199,0.0248064580373466
15,7,True,0,15,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,341,fixed,30.0,0.026772999999998603,10,0,0,,0,0,1,42,0,3,2,327,packet_wide30_22,[],27393.598861091774,0,0.0,False,0,746.671977,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,11,0,0,1,20,10,stress,22,full_coverage_and_all_discovered_cleared,297,7466.71977,0.026810834009665996
18,9,True,0,18,1,3,2,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,343,decay,20.0,0.026735000000002174,10,0,0,,0,0,0,43,0,4,2,329,packet_decay20_22,[],25651.85102679121,0,0.0,False,0,713.0370201,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,10,2,0,0,21,10,stress,22,full_coverage_and_all_discovered_cleared,299,7130.370201,0.02674287505215034
16,6,True,0,16,1,4,2,near_collinear_min__n10__spatial,near_collinear_min,9,13,10,340,first,30.0,0.027504999999997892,10,0,0,,0,0,1,44,0,4,4,325,packet_first30_22,[],25866.456941116903,0,0.0,False,0,715.4291386,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,8,4,0,1,22,10,stress,22,full_coverage_and_all_discovered_cleared,297,7154.291386,0.027515083027537912
16,3,True,0,16,1,3,0,near_collinear_min__n10__spatial,near_collinear_min,9,12,10,378,fixed,15.0,0.031130999999994913,10,0,0,,0,0,4,45,0,3,2,364,packet_f015_15_22,[],26842.604001814907,0,0.0,False,0,758.2520797,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,16,2,1,4,23,10,stress,22,full_coverage_and_all_discovered_cleared,338,7582.520797,0.031145582965109497
17,11,True,0,17,4,6,3,near_collinear_min__n10__spatial,near_collinear_min,6,12,10,342,fixed,10.0,0.024096000000000117,10,0,0,,,0,,32,0,,,328,wide_f05_10_22,[],25288.76105840455,0,0.0,False,,705.0752209999999,"[1, 2, 5, 8, 11, 14, 15, 17, 18, 20]",4,150,10,0,0,,,10,stress,22,full_coverage_and_all_discovered_cleared,297,7050.75221,0.02413683303166181
65,18,True,0,65,8,12,8,near_collinear_min__n16__positive,near_collinear_min,8,20,16,334,,,0.05938600000000349,16,0,0,,,0,,27,11,,,312,quarter22,[],18525.741341735098,0,0.0,False,,351.32176625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,62,42,0,,,16,stress,11,public_upper_bound_16,264,5621.14826,0.059464292018674314
54,12,True,0,54,10,11,6,near_collinear_min__n16__positive,near_collinear_min,6,17,16,286,,,0.05385899999999566,16,0,0,,0,0,5,80,6,8,7,267,packet_center22,[],21794.886285980163,0,0.0,False,0,375.1235785625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,24,43,3,5,64,16,stress,16,public_upper_bound_16,225,6001.977257,0.053870333009399474
38,16,True,0,38,9,11,5,near_collinear_min__n16__positive,near_collinear_min,7,18,16,295,fixed,3.0,0.04125900000000371,16,0,0,,,0,,27,11,,,275,wide3_22,[],17747.048078175467,0,0.0,False,,328.5881005,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,52,40,0,,,16,stress,11,public_upper_bound_16,247,5257.409608,0.04128574999049306
35,14,True,0,35,6,8,6,near_collinear_min__n16__positive,near_collinear_min,10,18,16,263,fixed,3.0,0.04103200000000129,16,0,0,,0,0,3,59,6,6,4,243,packet_wide3_22,[],21376.044457612385,0,0.0,False,0,361.950555625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,20,20,1,3,43,16,stress,16,public_upper_bound_16,215,5791.20889,0.04111162497429177
31,12,True,0,31,10,10,3,near_collinear_min__n16__positive,near_collinear_min,6,16,16,282,fixed,5.0,0.03796899999999681,16,0,0,,,0,,27,11,,,264,wide5_22,[],18122.366818756822,0,0.0,False,,329.1545851875,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,48,24,0,,,16,stress,11,public_upper_bound_16,242,5266.473363,0.037983084039296955
23,6,True,0,23,4,4,1,near_collinear_min__n16__positive,near_collinear_min,12,16,16,248,fixed,5.0,0.03613599999999906,16,0,0,,0,0,4,50,6,5,3,230,packet_wide5_22,[],21128.566260850526,0,0.0,False,0,353.9195779375,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,19,7,1,4,34,16,stress,16,public_upper_bound_16,207,5662.713247,0.036150667001493275
26,10,True,0,26,7,8,1,near_collinear_min__n16__positive,near_collinear_min,9,17,16,277,fixed,10.0,0.03776099999999616,16,0,0,,,0,,27,11,,,258,wide10_22,[],18453.18497979952,0,0.0,False,,331.2898119375,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,47,25,0,,,16,stress,11,public_upper_bound_16,237,5300.636991,0.037791334034409374
28,7,True,0,28,2,4,0,near_collinear_min__n16__positive,near_collinear_min,14,18,16,260,fixed,10.0,0.036304000000001224,16,0,0,,0,0,1,53,6,4,2,240,packet_wide10_22,[],22814.15269191117,0,0.0,False,0,379.0519083125,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,24,14,1,1,37,16,stress,16,public_upper_bound_16,216,6064.830533,0.03634908300591633
25,9,True,0,25,6,6,0,near_collinear_min__n16__positive,near_collinear_min,10,16,16,280,fixed,15.0,0.03564399999999779,16,0,0,,,0,,27,11,,,262,wide15_22,[],20934.830075321486,0,0.0,False,,363.560375625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,60,16,8,,,16,stress,11,public_upper_bound_16,240,5816.96601,0.035648624994792044
19,6,True,0,19,6,6,0,near_collinear_min__n16__positive,near_collinear_min,10,16,16,290,fixed,15.0,0.03420899999999705,16,0,0,,0,0,2,48,3,4,2,272,packet_wide15_22,[],24285.57565959013,0,0.0,False,0,408.8821955625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,21,5,1,2,29,16,stress,19,public_upper_bound_16,245,6542.115129,0.034215083986055106
23,9,True,0,23,8,8,1,near_collinear_min__n16__positive,near_collinear_min,8,16,16,289,fixed,20.0,0.03493199999999774,16,0,0,,,0,,27,11,,,271,wide20_22,[],21660.698608451647,0,0.0,False,,375.8212325625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,63,5,0,,,16,stress,11,public_upper_bound_16,246,6013.139721,0.03498604102060199
24,8,True,0,24,3,4,0,near_collinear_min__n16__positive,near_collinear_min,13,17,16,259,fixed,20.0,0.0359940000000023,16,0,0,,0,0,3,48,6,3,2,240,packet_wide20_22,[],24602.94886277324,0,0.0,False,0,401.0993608125,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,28,3,4,3,32,16,stress,16,public_upper_bound_16,214,6417.589773,0.03602858301019296
17,6,True,0,17,6,6,1,near_collinear_min__n16__positive,near_collinear_min,10,16,16,279,fixed,30.0,0.03278999999999854,16,0,0,,,0,,27,11,,,261,wide30_22,[],22360.308204460358,0,0.0,False,,381.1288525625,"[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 19, 20]",4,151,59,4,0,,,16,stress,11,public_upper_bound_16,241,6098.061641,0.032802791974972934
