active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,certified_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,deferred_nonstationary_skips,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,logical_negative_memory_limit,maximum_source_primary_rf,maximum_source_rounds,measurements,method,minimum_actual_unknown_per_station,minimum_unknown_actions_per_station,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,pair_prediction_checks,per_source_s,policy_cleared_channels,predicted_pair_skips,probe_angle_cap_deg,problem,public_empty_scan_skips,public_empty_scans,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
19,7,True,0,19,3,6,2,unknown_count_late__n10__positive,unknown_count_late,7,0,0,13,10,314,bounded_transverse_width,,locked,45,0.032607999999996196,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,6,0,0,8,5,3,299,count_locked_grid21_29,10,10,[],23405.396144934424,0,0.0,False,0,16,650.707923,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,154,1.0,19,4,1,7,24,10,stress,21,full_coverage_and_all_discovered_cleared,272,6507.07923,40.0,constant,0.03261370898690075
12,6,True,0,12,5,6,2,unknown_count_late__n10__negative,unknown_count_late,5,,,11,10,441,bounded_transverse_width,,,,0.02872699999998929,,10,,0,0,,,,,,0,0,,3,40,0,,4,2,428,width_convex22,,,[],24337.301346158245,0,0.0,False,0,,746.2460262,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,,22,19,19,3,18,10,stress,22,full_coverage_and_all_discovered_cleared,402,7462.460262,40.0,constant,0.02873387502040714
12,6,True,0,12,5,6,2,unknown_count_late__n10__negative,unknown_count_late,5,13,,11,10,428,bounded_transverse_width,,base,0,0.028542999999999097,,10,,0,0,,,,,False,0,0,13,3,40,0,,4,2,415,range_convex22,,,[],24337.301346158245,0,0.0,False,0,,738.6460261999999,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,22,19,19,3,18,10,stress,22,full_coverage_and_all_discovered_cleared,391,7386.460262,40.0,constant,0.028578166966326535
12,6,True,0,12,5,6,2,unknown_count_late__n10__negative,unknown_count_late,5,13,14,11,10,427,bounded_transverse_width,,base,0,0.03292899999999577,3,10,,0,0,,14,0,11,False,0,0,14,3,40,0,8,4,2,414,predict_convex22,10,,[],24337.301346158245,0,0.0,False,0,831,738.1460261999999,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",1,30.0,4,,,155,1.0,22,19,19,3,18,10,stress,22,full_coverage_and_all_discovered_cleared,391,7381.460262,40.0,constant,0.032942915975581855
14,5,True,0,14,6,7,2,unknown_count_late__n10__negative,unknown_count_late,4,0,,11,10,299,bounded_transverse_width,,locked,43,0.02700700000001177,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,7,0,0,,4,2,286,locked_full_convex22,,,[],21331.853913015817,0,0.0,False,0,,600.7370776,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,5,2,0,7,21,10,stress,22,full_coverage_and_all_discovered_cleared,258,6007.370776,40.0,constant,0.02701762499054894
14,5,True,0,14,6,7,2,unknown_count_late__n10__negative,unknown_count_late,4,0,0,11,10,299,bounded_transverse_width,,locked,43,0.029936999999989666,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,7,0,0,8,4,2,286,count_locked_convex22,10,10,[],21331.853913015817,0,0.0,False,0,6,600.7370776,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,155,1.0,5,2,0,7,21,10,stress,22,full_coverage_and_all_discovered_cleared,258,6007.370776,40.0,constant,0.0299487910233438
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,,,10,10,298,bounded_transverse_width,,,,0.026682999999991353,,10,,0,0,,,,,,0,0,,7,40,0,,2,1,286,width_closed21_3,,,[],22558.11231821083,0,0.0,False,0,,625.5622466,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6255.622466,40.0,constant,0.026712250022683293
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,0,,10,10,298,bounded_transverse_width,,base,0,0.026568999999994958,,10,,0,0,,,,,False,0,0,0,7,40,0,,2,1,286,range_closed21_3,,,[],22558.11231821083,0,0.0,False,0,,625.5622466,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6255.622466,40.0,constant,0.026673540996853262
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,0,0,10,10,298,bounded_transverse_width,,base,0,0.0287620000000004,0,10,,0,0,,0,0,0,False,0,0,0,7,40,0,8,2,1,286,predict_closed21_3,10,,[],22558.11231821083,0,0.0,False,0,68,625.5622466,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,155,1.0,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6255.622466,40.0,constant,0.028800916043110192
7,2,True,0,7,5,6,0,unknown_count_late__n10__negative,unknown_count_late,5,0,,11,10,301,bounded_transverse_width,,locked,36,0.02508100000000013,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,3,2,288,locked_full_closed21_3,,,[],21362.250159752108,0,0.0,False,0,,602.8450032,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,11,6,8,1,15,10,stress,21,full_coverage_and_all_discovered_cleared,263,6028.450032,40.0,constant,0.025086167035624385
7,2,True,0,7,5,6,0,unknown_count_late__n10__negative,unknown_count_late,5,0,0,11,10,301,bounded_transverse_width,,locked,36,0.02726099999999576,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,1,0,0,8,3,2,288,count_locked_closed21_3,10,10,[],21362.250159752108,0,0.0,False,0,148,602.8450032,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,155,1.0,11,6,8,1,15,10,stress,21,full_coverage_and_all_discovered_cleared,263,6028.450032,40.0,constant,0.027262500021606684
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,,,10,10,298,bounded_transverse_width,,,,0.02663400000000138,,10,,0,0,,,,,,0,0,,7,40,0,,2,1,286,width_grid21_7,,,[],22577.753648756407,0,0.0,False,0,,625.955073,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6259.55073,40.0,constant,0.0266525840270333
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,0,,10,10,298,bounded_transverse_width,,base,0,0.026758999999998423,,10,,0,0,,,,,False,0,0,0,7,40,0,,2,1,286,range_grid21_7,,,[],22577.753648756407,0,0.0,False,0,,625.955073,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6259.55073,40.0,constant,0.02679004200035706
10,1,True,0,10,7,7,0,unknown_count_late__n10__negative,unknown_count_late,3,0,0,10,10,298,bounded_transverse_width,,base,0,0.0287399999999991,0,10,,0,0,,0,0,0,False,0,0,0,7,40,0,8,2,1,286,predict_grid21_7,10,,[],22577.753648756407,0,0.0,False,0,68,625.955073,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,155,1.0,6,3,0,7,19,10,stress,21,full_coverage_and_all_discovered_cleared,264,6259.55073,40.0,constant,0.02876029198523611
6,1,True,0,6,5,7,0,unknown_count_late__n10__negative,unknown_count_late,5,0,,12,10,301,bounded_transverse_width,,locked,36,0.024530999999996084,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,2,2,287,locked_full_grid21_7,,,[],21357.27170991911,0,0.0,False,0,,602.5454341,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,11,6,8,1,15,10,stress,21,full_coverage_and_all_discovered_cleared,263,6025.454341,40.0,constant,0.02454145799856633
6,1,True,0,6,5,7,0,unknown_count_late__n10__negative,unknown_count_late,5,0,0,12,10,301,bounded_transverse_width,,locked,36,0.026990999999995324,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,1,0,0,8,2,2,287,count_locked_grid21_7,10,10,[],21357.27170991911,0,0.0,False,0,148,602.5454341,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,155,1.0,11,6,8,1,15,10,stress,21,full_coverage_and_all_discovered_cleared,263,6025.454341,40.0,constant,0.026990208018105477
12,4,True,0,12,7,7,2,unknown_count_late__n10__negative,unknown_count_late,3,,,10,10,304,bounded_transverse_width,,,,0.026493999999999573,,10,,0,0,,,,,,0,0,,7,41,0,,4,2,292,width_grid21_29,,,[],23225.3444439636,0,0.0,False,0,,642.3068887000001,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,,6,3,0,7,20,10,stress,21,full_coverage_and_all_discovered_cleared,268,6423.068887,40.0,constant,0.026496124977711588
12,4,True,0,12,7,7,2,unknown_count_late__n10__negative,unknown_count_late,3,0,,10,10,304,bounded_transverse_width,,base,0,0.02621899999999755,,10,,0,0,,,,,False,0,0,0,7,41,0,,4,2,292,range_grid21_29,,,[],23225.3444439636,0,0.0,False,0,,642.3068887000001,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,6,3,0,7,20,10,stress,21,full_coverage_and_all_discovered_cleared,268,6423.068887,40.0,constant,0.026222874992527068
12,4,True,0,12,7,7,2,unknown_count_late__n10__negative,unknown_count_late,3,0,0,10,10,304,bounded_transverse_width,,base,0,0.02854200000000162,0,10,,0,0,,0,0,0,False,0,0,0,7,41,0,8,4,2,292,predict_grid21_29,10,,[],23225.3444439636,0,0.0,False,0,68,642.3068887000001,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,155,1.0,6,3,0,7,20,10,stress,21,full_coverage_and_all_discovered_cleared,268,6423.068887,40.0,constant,0.028575000003911555
6,4,True,0,6,3,5,2,unknown_count_late__n10__negative,unknown_count_late,7,0,,12,10,316,bounded_transverse_width,,locked,35,0.02487100000000453,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,1,0,0,,4,2,302,locked_full_grid21_29,,,[],20833.24474408265,0,0.0,False,0,,601.1648948,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,155,1.0,10,0,1,1,14,10,stress,21,full_coverage_and_all_discovered_cleared,279,6011.648948,40.0,constant,0.024904375022742897
6,4,True,0,6,3,5,2,unknown_count_late__n10__negative,unknown_count_late,7,0,1,12,10,315,bounded_transverse_width,,locked,35,0.02760200000000168,0,10,cached_distance_prefix_sum,0,0,,1,0,1,True,0,0,1,1,0,0,8,4,2,301,count_locked_grid21_29,10,10,[],20833.24474408265,0,0.0,False,0,388,600.5648948,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",1,30.0,4,0,0,155,1.0,10,0,1,1,14,10,stress,21,full_coverage_and_all_discovered_cleared,278,6005.648948,40.0,constant,0.027618166990578175
15,5,True,0,15,0,1,2,unknown_count_late__n10__spatial,unknown_count_late,10,,,11,10,324,bounded_transverse_width,,,,0.027242999999998574,,10,,0,0,,,,,,0,0,,6,44,0,,4,2,311,width_convex22,,,[],23761.037217019337,0,0.0,False,0,,664.4207442,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,,12,0,1,6,22,10,stress,22,full_coverage_and_all_discovered_cleared,284,6644.207442,40.0,constant,0.02727041597245261
15,5,True,0,15,0,1,2,unknown_count_late__n10__spatial,unknown_count_late,10,0,,11,10,324,bounded_transverse_width,,base,0,0.03344600000001208,,10,,0,0,,,,,False,0,0,0,6,44,0,,4,2,311,range_convex22,,,[],23761.037217019337,0,0.0,False,0,,664.4207442,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,12,0,1,6,22,10,stress,22,full_coverage_and_all_discovered_cleared,284,6644.207442,40.0,constant,0.033476749958936125
15,5,True,0,15,0,1,2,unknown_count_late__n10__spatial,unknown_count_late,10,0,0,11,10,324,bounded_transverse_width,,base,0,0.029700999999988653,0,10,,0,0,,0,0,0,False,0,0,0,6,44,0,8,4,2,311,predict_convex22,10,,[],23761.037217019337,0,0.0,False,0,81,664.4207442,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,156,1.0,12,0,1,6,22,10,stress,22,full_coverage_and_all_discovered_cleared,284,6644.207442,40.0,constant,0.02974679204635322
19,7,True,0,19,0,2,3,unknown_count_late__n10__spatial,unknown_count_late,10,0,,12,10,315,bounded_transverse_width,,locked,47,0.026958000000007587,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,5,0,0,,5,3,301,locked_full_convex22,,,[],24341.265173370914,0,0.0,False,0,,669.7253028,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,21,18,0,5,25,10,stress,22,full_coverage_and_all_discovered_cleared,268,6697.253028,40.0,constant,0.02695870801107958
19,7,True,0,19,0,2,3,unknown_count_late__n10__spatial,unknown_count_late,10,0,0,12,10,315,bounded_transverse_width,,locked,47,0.029563999999993484,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,5,0,0,8,5,3,301,count_locked_convex22,10,10,[],24341.265173370914,0,0.0,False,0,21,669.7253028,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,156,1.0,21,18,0,5,25,10,stress,22,full_coverage_and_all_discovered_cleared,268,6697.253028,40.0,constant,0.029572458006441593
13,3,True,0,13,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,,,10,10,301,bounded_transverse_width,,,,0.026374000000004116,,10,,0,0,,,,,,0,0,,6,41,0,,4,2,289,width_closed21_3,,,[],22651.68516035567,0,0.0,False,0,,629.0337034,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,,11,2,0,6,20,10,stress,21,full_coverage_and_all_discovered_cleared,265,6290.337034,40.0,constant,0.026394292013719678
13,3,True,0,13,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,,10,10,301,bounded_transverse_width,,base,0,0.026069999999990046,,10,,0,0,,,,,False,0,0,0,6,41,0,,4,2,289,range_closed21_3,,,[],22651.68516035567,0,0.0,False,0,,629.0337034,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,11,2,0,6,20,10,stress,21,full_coverage_and_all_discovered_cleared,265,6290.337034,40.0,constant,0.02607583301141858
13,3,True,0,13,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,0,10,10,301,bounded_transverse_width,,base,0,0.028410999999991304,0,10,,0,0,,0,0,0,False,0,0,0,6,41,0,8,4,2,289,predict_closed21_3,10,,[],22651.68516035567,0,0.0,False,0,13,629.0337034,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,156,1.0,11,2,0,6,20,10,stress,21,full_coverage_and_all_discovered_cleared,265,6290.337034,40.0,constant,0.028446875046938658
2,0,True,0,2,1,2,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,,11,10,297,bounded_transverse_width,,locked,33,0.027335999999991145,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,0,0,0,,1,1,284,locked_full_closed21_3,,,[],20155.605288280065,0,0.0,False,0,,576.9121057,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,0,0,20,0,12,10,stress,21,full_coverage_and_all_discovered_cleared,265,5769.121057,40.0,constant,0.027347791998181492
2,0,True,0,2,1,2,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,1,11,10,296,bounded_transverse_width,,locked,33,0.029677000000006615,0,10,cached_distance_prefix_sum,0,0,,1,0,1,True,0,0,1,0,0,0,8,1,1,283,count_locked_closed21_3,10,10,[],20155.605288280065,0,0.0,False,0,64,576.3121057000001,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",1,30.0,4,0,0,156,1.0,0,0,20,0,12,10,stress,21,full_coverage_and_all_discovered_cleared,264,5763.121057,40.0,constant,0.029686749971006066
9,1,True,0,9,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,,,10,10,298,bounded_transverse_width,,,,0.02563499999999408,,10,,0,0,,,,,,0,0,,3,39,0,,3,2,286,width_grid21_7,,,[],22508.01659790921,0,0.0,False,0,,624.560332,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,,12,0,0,3,18,10,stress,21,full_coverage_and_all_discovered_cleared,264,6245.60332,40.0,constant,0.02563441701931879
9,1,True,0,9,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,,10,10,298,bounded_transverse_width,,base,0,0.025715999999988526,,10,,0,0,,,,,False,0,0,0,3,39,0,,3,2,286,range_grid21_7,,,[],22508.01659790921,0,0.0,False,0,,624.560332,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,12,0,0,3,18,10,stress,21,full_coverage_and_all_discovered_cleared,264,6245.60332,40.0,constant,0.02572066697757691
9,1,True,0,9,2,2,0,unknown_count_late__n10__spatial,unknown_count_late,8,0,0,10,10,298,bounded_transverse_width,,base,0,0.02815999999999974,0,10,,0,0,,0,0,0,False,0,0,0,3,39,0,8,3,2,286,predict_grid21_7,10,,[],22508.01659790921,0,0.0,False,0,13,624.560332,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,156,1.0,12,0,0,3,18,10,stress,21,full_coverage_and_all_discovered_cleared,264,6245.60332,40.0,constant,0.02817370800767094
3,0,True,0,3,1,2,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,,11,10,298,bounded_transverse_width,,locked,34,0.027962000000002263,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,0,0,0,,2,2,285,locked_full_grid21_7,,,[],20212.655044143637,0,0.0,False,0,,578.5531006,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,0,0,20,0,13,10,stress,21,full_coverage_and_all_discovered_cleared,265,5785.531006,40.0,constant,0.027976792014669627
3,0,True,0,3,1,2,0,unknown_count_late__n10__spatial,unknown_count_late,9,0,1,11,10,297,bounded_transverse_width,,locked,34,0.030411000000000854,0,10,cached_distance_prefix_sum,0,0,,1,0,1,True,0,0,1,0,0,0,8,2,2,284,count_locked_grid21_7,10,10,[],20212.655044143637,0,0.0,False,0,64,577.9531006,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",1,30.0,4,0,0,156,1.0,0,0,20,0,13,10,stress,21,full_coverage_and_all_discovered_cleared,264,5779.531006,40.0,constant,0.030413375003263354
16,6,True,0,16,2,4,2,unknown_count_late__n10__spatial,unknown_count_late,8,,,12,10,316,bounded_transverse_width,,,,0.02732399999999302,,10,,0,0,,,,,,0,0,,5,43,0,,4,2,302,width_grid21_29,,,[],23850.48373491766,0,0.0,False,0,,661.1096746999999,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,,16,13,0,6,22,10,stress,21,full_coverage_and_all_discovered_cleared,275,6611.096747,40.0,constant,0.02733641699887812
16,6,True,0,16,2,4,2,unknown_count_late__n10__spatial,unknown_count_late,8,0,,12,10,316,bounded_transverse_width,,base,0,0.02705300000000932,,10,,0,0,,,,,False,0,0,0,5,43,0,,4,2,302,range_grid21_29,,,[],23850.48373491766,0,0.0,False,0,,661.1096746999999,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,16,13,0,6,22,10,stress,21,full_coverage_and_all_discovered_cleared,275,6611.096747,40.0,constant,0.027054832957219332
16,6,True,0,16,2,4,2,unknown_count_late__n10__spatial,unknown_count_late,8,0,0,12,10,316,bounded_transverse_width,,base,0,0.029566000000002646,0,10,,0,0,,0,0,0,False,0,0,0,5,43,0,8,4,2,302,predict_grid21_29,10,,[],23850.48373491766,0,0.0,False,0,41,661.1096746999999,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,,,156,1.0,16,13,0,6,22,10,stress,21,full_coverage_and_all_discovered_cleared,275,6611.096747,40.0,constant,0.0296080419793725
17,6,True,0,17,2,4,2,unknown_count_late__n10__spatial,unknown_count_late,8,0,,12,10,305,bounded_transverse_width,,locked,44,0.02865699999999549,,10,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,6,0,0,,4,3,291,locked_full_grid21_29,,,[],23140.893261480967,0,0.0,False,0,,640.4178653,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",,30.0,4,,,156,1.0,13,3,1,7,23,10,stress,21,full_coverage_and_all_discovered_cleared,265,6404.178653,40.0,constant,0.028681957977823913
17,6,True,0,17,2,4,2,unknown_count_late__n10__spatial,unknown_count_late,8,0,0,12,10,305,bounded_transverse_width,,locked,44,0.03115900000000238,0,10,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,6,0,0,8,4,3,291,count_locked_grid21_29,10,10,[],23140.893261480967,0,0.0,False,0,16,640.4178653,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 20]",0,30.0,4,0,0,156,1.0,13,3,1,7,23,10,stress,21,full_coverage_and_all_discovered_cleared,265,6404.178653,40.0,constant,0.03117075003683567
37,14,True,0,37,4,6,2,unknown_count_late__n16__positive,unknown_count_late,12,,,18,16,227,bounded_transverse_width,,,,0.04602199999999357,,16,,0,0,,,,,,0,0,,10,52,11,,6,3,207,width_convex22,,,[],18025.317901698076,0,0.0,False,0,,306.8164736875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,,56,65,0,11,41,16,stress,11,public_upper_bound_16,183,4909.063579,40.0,constant,0.04606829199474305
37,14,True,0,37,4,6,2,unknown_count_late__n16__positive,unknown_count_late,12,0,,18,16,227,bounded_transverse_width,,base,0,0.04607599999999934,,16,,0,0,,,,,False,0,0,0,10,52,11,,6,3,207,range_convex22,,,[],18025.317901698076,0,0.0,False,0,,306.8164736875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,1.0,56,65,0,11,41,16,stress,11,public_upper_bound_16,183,4909.063579,40.0,constant,0.04611512500559911
37,14,True,0,37,4,6,2,unknown_count_late__n16__positive,unknown_count_late,12,0,0,18,16,227,bounded_transverse_width,,base,0,0.046866999999991776,0,16,,0,0,,0,0,0,False,0,0,0,10,52,11,8,6,3,207,predict_convex22,5,,[],18025.317901698076,0,0.0,False,0,40,306.8164736875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",0,30.0,4,,,157,1.0,56,65,0,11,41,16,stress,11,public_upper_bound_16,183,4909.063579,40.0,constant,0.04691504198126495
31,10,True,0,31,7,8,2,unknown_count_late__n16__positive,unknown_count_late,9,0,,17,16,234,bounded_transverse_width,,locked,56,0.04642699999999422,,16,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,11,0,5,,6,3,215,locked_full_convex22,,,[],21444.10607301242,0,0.0,False,0,,352.05132575,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,1.0,34,35,1,11,39,16,stress,17,public_upper_bound_16,186,5632.821212,40.0,constant,0.046466958010569215
31,10,True,0,31,7,8,2,unknown_count_late__n16__positive,unknown_count_late,9,0,0,17,16,234,bounded_transverse_width,,locked,56,0.04802099999999143,0,16,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,11,0,5,8,6,3,215,count_locked_convex22,5,5,[],21444.10607301242,0,0.0,False,0,25,352.05132575,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",0,30.0,4,0,0,157,1.0,34,35,1,11,39,16,stress,17,public_upper_bound_16,186,5632.821212,40.0,constant,0.048061166948173195
28,6,True,0,28,6,8,0,unknown_count_late__n16__positive,unknown_count_late,10,,,18,16,218,bounded_transverse_width,,,,0.044489999999996144,,16,,0,0,,,,,,0,0,,9,52,7,,4,3,198,width_closed21_3,,,[],17278.814693884062,0,0.0,False,0,,294.2351836875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,,23,44,0,9,38,16,stress,14,public_upper_bound_16,176,4707.762939,40.0,constant,0.044523583026602864
28,6,True,0,28,6,8,0,unknown_count_late__n16__positive,unknown_count_late,10,0,,18,16,218,bounded_transverse_width,,base,0,0.04438399999999376,,16,,0,0,,,,,False,0,0,0,9,52,7,,4,3,198,range_closed21_3,,,[],17278.814693884062,0,0.0,False,0,,294.2351836875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,1.0,23,44,0,9,38,16,stress,14,public_upper_bound_16,176,4707.762939,40.0,constant,0.044402291998267174
28,6,True,0,28,6,8,0,unknown_count_late__n16__positive,unknown_count_late,10,0,1,18,16,217,bounded_transverse_width,,base,0,0.045984000000004244,0,16,,0,0,,1,0,1,False,0,0,1,9,52,7,8,4,3,197,predict_closed21_3,5,,[],17278.814693884062,0,0.0,False,0,83,293.8601836875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",1,30.0,4,,,157,1.0,23,44,0,9,38,16,stress,14,public_upper_bound_16,175,4701.762939,40.0,constant,0.04602008400252089
23,2,True,0,23,6,10,0,unknown_count_late__n16__positive,unknown_count_late,10,0,,20,16,220,bounded_transverse_width,,locked,57,0.03809800000000507,,16,cached_distance_prefix_sum,0,0,,,,,True,0,0,0,8,0,1,,4,3,198,locked_full_closed21_3,,,[],24904.600070203607,0,0.0,False,0,,389.4325011875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,30.0,4,,,157,1.0,17,16,0,8,37,16,stress,20,public_upper_bound_16,168,6230.920019,40.0,constant,0.038105875020846725
23,2,True,0,23,6,10,0,unknown_count_late__n16__positive,unknown_count_late,10,0,0,20,16,220,bounded_transverse_width,,locked,57,0.03918700000001252,0,16,cached_distance_prefix_sum,0,0,,0,0,0,True,0,0,0,8,0,1,8,4,3,198,count_locked_closed21_3,5,5,[],24904.600070203607,0,0.0,False,0,48,389.4325011875,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 15, 16, 18, 19, 20]",0,30.0,4,0,0,157,1.0,17,16,0,8,37,16,stress,20,public_upper_bound_16,168,6230.920019,40.0,constant,0.03919229202438146
